ticker,date,close,daily_return,Volume_ratio,Volatility_20,ATR_14,BB_pct,abs_return,anomaly_flag,anomaly_score
AAPL,2024-10-21,234.7204742431641,0.006298,0.9088,0.2068,4.1984,0.9976,0.006298,0,0.1711
AAPL,2024-10-22,234.10508728027344,-0.002622,0.9796,0.2074,4.1735,0.8985,0.002622,0,0.1797
AAPL,2024-10-23,229.04302978515625,-0.021623,1.3022,0.2228,4.4501,0.5658,0.021623,0,0.1452
AAPL,2024-10-24,228.85443115234375,-0.000823,0.7801,0.2224,4.3029,0.5443,0.000823,0,0.1899
AAPL,2024-10-25,229.68820190429688,0.003643,0.9672,0.2226,4.2542,0.5871,0.003643,0,0.1992
AAPL,2024-10-28,231.6633758544922,0.008599,0.9207,0.2093,4.1857,0.7132,0.008599,0,0.1986
AAPL,2024-10-29,231.9313507080078,0.001157,0.937,0.1784,4.029,0.7084,0.001157,0,0.1937
AAPL,2024-10-30,228.387939453125,-0.015278,1.2223,0.1882,4.0333,0.4655,0.015278,0,0.1653
AAPL,2024-10-31,224.22911071777344,-0.018209,1.6082,0.1991,4.0806,0.1849,0.018209,0,0.1114
AAPL,2024-11-01,221.25144958496097,-0.01328,1.5757,0.2037,4.1891,0.0348,0.01328,0,0.1238
AAPL,2024-11-04,220.35812377929688,-0.004038,1.0778,0.1875,4.1167,-0.0265,0.004038,0,0.1567
AAPL,2024-11-05,221.78741455078125,0.006486,0.6772,0.1765,4.0218,0.0882,0.006486,0,0.1554
AAPL,2024-11-06,221.0628662109375,-0.003267,1.2819,0.1646,4.0805,0.0971,0.003267,0,0.1636
AAPL,2024-11-07,225.7874298095703,0.021372,0.9741,0.1834,4.155,0.3659,0.021372,0,0.1363
AAPL,2024-11-08,225.51914978027344,-0.001188,0.8794,0.182,4.0178,0.3523,0.001188,0,0.1869
AAPL,2024-11-11,222.8064727783203,-0.012029,0.9614,0.1757,4.1184,0.2295,0.012029,0,0.1784
AAPL,2024-11-12,222.8064727783203,0.0,0.9511,0.1696,3.9824,0.2553,0.0,0,0.1653
AAPL,2024-11-13,223.69081115722656,0.003969,1.1242,0.1688,3.974,0.3205,0.003969,0,0.1889
AAPL,2024-11-14,226.77114868164065,0.013771,1.0257,0.177,3.9649,0.4938,0.013771,0,0.1766
AAPL,2024-11-15,223.57159423828125,-0.014109,1.0924,0.176,3.962,0.3407,0.014109,0,0.1693
AAPL,2024-11-18,226.5724334716797,0.013422,1.0078,0.1822,4.0154,0.5362,0.013422,0,0.1789
AAPL,2024-11-19,226.8307647705078,0.00114,0.82,0.1825,3.977,0.5854,0.00114,0,0.1876
AAPL,2024-11-20,227.54620361328125,0.003154,0.8122,0.1668,3.9797,0.6442,0.003154,0,0.1942
AAPL,2024-11-21,227.0692443847656,-0.002096,0.9602,0.1669,4.0113,0.6184,0.002096,0,0.1919
AAPL,2024-11-22,228.41067504882812,0.005908,0.871,0.1678,3.9135,0.7271,0.005908,0,0.1954
AAPL,2024-11-25,231.39163208007812,0.013051,1.9378,0.1716,3.8831,0.9569,0.013051,0,0.0863
AAPL,2024-11-26,233.5677032470703,0.009404,0.9773,0.1748,3.7973,1.0831,0.009404,0,0.1346
AAPL,2024-11-27,233.43853759765625,-0.000553,0.7224,0.1648,3.6595,1.0001,0.000553,0,0.1329
AAPL,2024-11-29,235.8233184814453,0.010216,0.6389,0.1508,3.6707,1.0352,0.010216,0,0.1276
AAPL,2024-12-02,238.06895446777344,0.009523,1.101,0.1404,3.6661,1.0466,0.009523,0,0.1281
AAPL,2024-12-03,241.10952758789065,0.012772,0.895,0.1408,3.6782,1.0742,0.012772,0,0.1165
AAPL,2024-12-04,241.4672393798828,0.001484,1.0034,0.141,3.6185,1.0002,0.001484,0,0.1448
AAPL,2024-12-05,241.4970703125,0.000124,0.9202,0.1391,3.531,0.9402,0.000124,0,0.1317
AAPL,2024-12-06,241.29833984375,-0.000823,0.8527,0.1249,3.4598,0.8806,0.000823,0,0.1409
AAPL,2024-12-09,245.1835021972656,0.016101,1.025,0.1315,3.6023,0.9497,0.016101,0,0.1144
AAPL,2024-12-10,246.1970367431641,0.004134,0.8525,0.1166,3.5487,0.9257,0.004134,0,0.1482
AAPL,2024-12-11,244.9251708984375,-0.005166,1.0382,0.121,3.6175,0.847,0.005166,0,0.1556
AAPL,2024-12-12,246.3858337402344,0.005964,0.7666,0.121,3.5763,0.8558,0.005964,0,0.1583
AAPL,2024-12-13,246.5547637939453,0.000686,0.7863,0.1171,3.5373,0.8248,0.000686,0,0.1418
AAPL,2024-12-16,249.44625854492188,0.011728,1.2205,0.0978,3.5494,0.8797,0.011728,0,0.1086
AAPL,2024-12-17,251.87078857421875,0.00972,1.203,0.0946,3.5833,0.9085,0.00972,0,0.1082
AAPL,2024-12-18,246.4752655029297,-0.021422,1.2986,0.1337,3.7915,0.7176,0.021422,0,0.1031
AAPL,2024-12-19,248.20420837402344,0.007015,1.3528,0.134,3.8692,0.753,0.007015,0,0.1552
AAPL,2024-12-20,252.87435913085935,0.018816,2.9338,0.1409,4.2536,0.8869,0.018816,0,0.0134
AAPL,2024-12-23,253.64942932128903,0.003065,0.8106,0.1412,4.1059,0.8895,0.003065,0,0.1725
AAPL,2024-12-24,256.5608215332031,0.011478,0.4937,0.1401,4.0213,0.9546,0.011478,0,0.1327
AAPL,2024-12-26,257.3755798339844,0.003176,0.5905,0.1394,3.9094,0.9382,0.003176,0,0.1514
AAPL,2024-12-27,253.9673614501953,-0.013242,0.9095,0.1526,4.0532,0.7893,0.013242,0,0.1661
AAPL,2024-12-30,250.5988922119141,-0.013263,0.7578,0.1629,4.1072,0.6321,0.013263,0,0.1706
AAPL,2024-12-31,248.83021545410156,-0.007058,0.8492,0.1649,4.0871,0.5301,0.007058,0,0.1927
AAPL,2025-01-02,242.30191040039065,-0.026236,1.1776,0.1884,4.4055,0.1979,0.026236,0,0.122
AAPL,2025-01-03,241.8150177001953,-0.002009,0.854,0.1885,4.2534,0.1708,0.002009,0,0.1808
AAPL,2025-01-06,243.4446258544922,0.006739,0.9508,0.1899,4.2427,0.2421,0.006739,0,0.1919
AAPL,2025-01-07,240.67233276367188,-0.011388,0.8588,0.1945,4.2377,0.1035,0.011388,0,0.1666
AAPL,2025-01-08,241.15921020507812,0.002023,0.7968,0.1852,4.1948,0.1544,0.002023,0,0.1737
AAPL,2025-01-10,235.34637451171875,-0.024104,1.2733,0.2017,4.5836,-0.0277,0.024104,0,0.115
AAPL,2025-01-13,232.9119110107422,-0.010344,1.0194,0.2035,4.7623,-0.0291,0.010344,0,0.167
AAPL,2025-01-14,231.7990264892578,-0.004778,0.8045,0.2012,4.6812,0.0161,0.004778,0,0.1686
AAPL,2025-01-15,236.35987854003903,0.019676,0.8071,0.2165,4.75,0.1983,0.019676,0,0.1472
AAPL,2025-01-16,226.81089782714844,-0.0404,1.425,0.2492,5.119,-0.0054,0.0404,0,0.0531
AAPL,2025-01-17,228.5199737548828,0.007535,1.3373,0.2477,5.0394,0.0998,0.007535,0,0.1624
AAPL,2025-01-21,221.2265625,-0.031916,1.8408,0.2595,5.4318,0.0025,0.031916,0,0.0723
AAPL,2025-01-22,222.4090118408203,0.005345,1.2,0.2586,5.3511,0.0913,0.005345,0,0.1764
AAPL,2025-01-23,222.2401123046875,-0.000759,1.2274,0.2432,5.3046,0.1332,0.000759,0,0.1685
AAPL,2025-01-24,221.36569213867188,-0.003935,1.0991,0.2409,5.2252,0.1536,0.003935,0,0.1903
AAPL,2025-01-27,228.40074157714844,0.03178,1.7781,0.2702,5.517,0.3212,0.03178,0,0.0799
AAPL,2025-01-28,236.7473907470703,0.036544,1.3574,0.3079,5.8561,0.535,0.036544,0,0.0827
AAPL,2025-01-29,237.8404235839844,0.004617,0.8133,0.3074,5.853,0.5914,0.004617,0,0.1969
AAPL,2025-01-30,236.0816650390625,-0.007395,0.9776,0.3055,5.6891,0.569,0.007395,0,0.1936
AAPL,2025-01-31,234.50177001953125,-0.006692,1.6824,0.3054,6.2586,0.5473,0.006692,0,0.1315
AAPL,2025-02-03,226.5624542236328,-0.033856,1.2002,0.3142,6.5426,0.3012,0.033856,0,0.0976
AAPL,2025-02-04,231.32208251953125,0.021008,0.7374,0.3258,6.5352,0.4831,0.021008,0,0.1382
AAPL,2025-02-05,230.99417114257812,-0.001418,0.6512,0.3242,6.3899,0.4933,0.001418,0,0.1687
AAPL,2025-02-06,231.73941040039065,0.003226,0.4963,0.3229,6.1727,0.5433,0.003226,0,0.1594
AAPL,2025-02-07,226.18490600585935,-0.023969,0.6574,0.332,6.2102,0.326,0.023969,0,0.1149
AAPL,2025-02-10,226.45346069335935,0.001187,0.5615,0.3227,6.0074,0.3561,0.001187,0,0.1604
AAPL,2025-02-11,231.3973388671875,0.021832,0.9078,0.3314,6.1169,0.592,0.021832,0,0.1426
AAPL,2025-02-12,235.62501525878903,0.01827,0.7608,0.3372,6.1262,0.7745,0.01827,0,0.1324
AAPL,2025-02-13,240.260498046875,0.019673,0.8912,0.3372,6.1697,0.9521,0.019673,0,0.1189
AAPL,2025-02-14,243.31439208984375,0.012711,0.6977,0.3014,6.053,0.9905,0.012711,0,0.1489
AAPL,2025-02-18,243.18507385253903,-0.000531,0.8472,0.3014,5.8579,0.9209,0.000531,0,0.1623
AAPL,2025-02-19,243.58294677734375,0.001636,0.5927,0.2715,5.642,0.891,0.001636,0,0.1785
AAPL,2025-02-20,244.53793334960935,0.003921,0.6127,0.2715,5.4159,0.882,0.003921,0,0.1874
AAPL,2025-02-21,244.2593994140625,-0.001139,1.0153,0.2716,5.2756,0.8409,0.001139,0,0.1968
AAPL,2025-02-24,245.80123901367188,0.006312,0.9828,0.2696,5.2143,0.8697,0.006312,0,0.1989
AAPL,2025-02-25,245.74156188964844,-0.000243,0.9625,0.2514,5.2035,0.8303,0.000243,0,0.1887
AAPL,2025-02-26,239.0966796875,-0.02704,0.9196,0.2426,5.3938,0.5801,0.02704,0,0.1369
AAPL,2025-02-27,236.05276489257812,-0.012731,0.8555,0.2466,5.3923,0.4712,0.012731,0,0.1932
AAPL,2025-02-28,240.5688934326172,0.019132,1.1801,0.2543,5.8519,0.6285,0.019132,0,0.1686
AAPL,2025-03-03,236.7789001464844,-0.015754,1.0376,0.2599,5.9967,0.4855,0.015754,0,0.1814
AAPL,2025-03-04,234.68994140625,-0.008822,1.2087,0.2293,5.9513,0.3865,0.008822,0,0.1865
AAPL,2025-03-05,234.50096130371097,-0.000805,1.0585,0.2179,6.0463,0.3703,0.000805,0,0.1879
AAPL,2025-03-06,234.09312438964844,-0.001739,1.0061,0.218,5.9484,0.3442,0.001739,0,0.1971
AAPL,2025-03-07,237.81346130371097,0.015893,1.0123,0.2244,5.9932,0.4838,0.015893,0,0.1833
AAPL,2025-03-10,226.28436279296875,-0.04848,1.5227,0.2728,6.6202,-0.0037,0.04848,0,0.0209
AAPL,2025-03-11,219.6792755126953,-0.029189,1.5387,0.2919,6.86,-0.1728,0.029189,0,0.0535
AAPL,2025-03-12,215.8395538330078,-0.017479,1.2529,0.2838,6.856,-0.1425,0.017479,0,0.0962
AAPL,2025-03-13,208.57791137695312,-0.033644,1.2097,0.2911,6.9745,-0.15,0.033644,0,0.0532
AAPL,2025-03-14,212.36788940429688,0.018171,1.1773,0.2894,6.7868,0.0267,0.018171,0,0.1122
AAPL,2025-03-17,212.87521362304688,0.002389,0.935,0.2828,6.6751,0.096,0.002389,0,0.1572
AAPL,2025-03-18,211.57211303710935,-0.006121,0.8305,0.2819,6.4584,0.1204,0.006121,0,0.1676
AAPL,2025-03-19,214.10870361328125,0.011989,1.0418,0.2884,6.4283,0.2023,0.011989,0,0.1729
AAPL,2025-03-20,212.9747009277344,-0.005296,0.9214,0.2859,6.3436,0.2114,0.005296,0,0.1814
AAPL,2025-03-21,217.12277221679688,0.019477,1.709,0.3002,6.4277,0.3108,0.019477,0,0.1081
AAPL,2025-03-24,219.56983947753903,0.01127,0.8095,0.3034,6.1966,0.3772,0.01127,0,0.1899
AAPL,2025-03-25,222.573974609375,0.013682,0.6382,0.3105,6.0396,0.46,0.013682,0,0.1692
AAPL,2025-03-26,220.3656311035156,-0.009922,0.6436,0.2999,5.9315,0.428,0.009922,0,0.1798
AAPL,2025-03-27,222.67344665527344,0.010473,0.6953,0.3022,5.8226,0.4981,0.010473,0,0.1877
AAPL,2025-03-28,216.7547149658203,-0.02658,0.7585,0.3019,5.8451,0.3714,0.02658,0,0.1274
AAPL,2025-03-31,220.9624938964844,0.019413,1.2228,0.311,6.0948,0.5056,0.019413,0,0.1521
AAPL,2025-04-01,222.0169219970703,0.004772,0.6931,0.3115,5.9991,0.5588,0.004772,0,0.1911
AAPL,2025-04-02,222.71324157714844,0.003136,0.6909,0.3121,5.8669,0.6086,0.003136,0,0.1875
AAPL,2025-04-03,202.1220245361328,-0.092456,1.8845,0.4467,7.0565,-0.0324,0.092456,1,-0.1124
AAPL,2025-04-04,187.389892578125,-0.072887,2.1391,0.4951,7.6786,-0.2992,0.072887,1,-0.1185
AAPL,2025-04-07,180.50624084472656,-0.036734,2.5358,0.4851,8.5178,-0.2172,0.036734,1,-0.0858
AAPL,2025-04-08,171.5137481689453,-0.049818,1.8447,0.5007,9.4107,-0.173,0.049818,1,-0.0842
AAPL,2025-04-09,197.80484008789065,0.153289,2.575,0.7697,10.7792,0.2968,0.153289,1,-0.1991
AAPL,2025-04-10,189.4191436767578,-0.042394,1.633,0.7749,11.1354,0.1859,0.042394,1,-0.0851
AAPL,2025-04-11,197.1085205078125,0.040595,1.1504,0.7873,11.2979,0.3246,0.040595,1,-0.0871
AAPL,2025-04-14,201.45555114746097,0.022054,1.2884,0.792,11.5417,0.4032,0.022054,1,-0.0482
AAPL,2025-04-15,201.07752990722656,-0.001876,0.649,0.7918,10.9809,0.4057,0.001876,1,-0.0243
AAPL,2025-04-16,193.24891662597656,-0.038933,0.7525,0.801,10.8908,0.3004,0.038933,1,-0.0625
AAPL,2025-04-17,195.94467163085935,0.01395,0.6558,0.8035,10.4369,0.3566,0.01395,1,-0.0021
AAPL,2025-04-21,192.1447601318359,-0.019393,0.6057,0.8009,10.2008,0.3166,0.019393,1,-0.0186
AAPL,2025-04-22,198.6901702880859,0.034065,0.6826,0.8111,10.0712,0.4336,0.034065,1,-0.0353
AAPL,2025-04-23,203.52462768554688,0.024332,0.674,0.815,9.9387,0.5278,0.024332,1,-0.0143
AAPL,2025-04-24,207.2748107910156,0.018426,0.5976,0.8181,9.6473,0.606,0.018426,1,-0.0067
AAPL,2025-04-25,208.1800079345703,0.004367,0.4824,0.8172,9.2104,0.6425,0.004367,1,-0.005
AAPL,2025-04-28,209.03550720214844,0.004109,0.4893,0.8122,8.8396,0.6703,0.004109,0,0.0091
AAPL,2025-04-29,210.0998992919922,0.005092,0.4737,0.8091,8.4832,0.7124,0.005092,0,0.0042
AAPL,2025-04-30,211.3831024169922,0.006108,0.6657,0.8093,8.3682,0.7665,0.006108,0,0.0204
AAPL,2025-05-01,212.1988067626953,0.003859,0.7205,0.8093,8.1726,0.8212,0.003859,0,0.0229
AAPL,2025-05-02,204.27069091796875,-0.037362,1.2706,0.7483,8.3818,0.6321,0.037362,1,-0.0427
AAPL,2025-05-05,197.8446350097656,-0.031459,0.9004,0.7069,8.2905,0.4689,0.031459,1,-0.0136
AAPL,2025-05-06,197.4666290283203,-0.001911,0.7194,0.6912,7.9562,0.4332,0.001911,0,0.0367
AAPL,2025-05-07,195.218505859375,-0.011385,0.9994,0.6634,7.8277,0.2805,0.011385,0,0.036
AAPL,2025-05-08,196.45199584960935,0.006319,0.8158,0.3782,7.6502,0.3296,0.006319,0,0.121
AAPL,2025-05-09,197.48654174804688,0.005266,0.6328,0.3438,7.3204,0.3408,0.005266,0,0.1414
AAPL,2025-05-12,209.95704650878903,0.063146,1.1303,0.384,7.7224,0.8007,0.063146,1,-0.0681
AAPL,2025-05-13,212.08859252929688,0.010152,0.9621,0.3787,7.4839,0.843,0.010152,0,0.1029
AAPL,2025-05-14,211.490966796875,-0.002818,0.916,0.3788,7.1884,0.7911,0.002818,0,0.1182
AAPL,2025-05-15,210.6144561767578,-0.004144,0.8478,0.3468,6.9182,0.7372,0.004144,0,0.1382
AAPL,2025-05-16,210.4252014160156,-0.000899,1.028,0.3454,6.6233,0.7083,0.000899,0,0.1429
AAPL,2025-05-19,207.9550018310547,-0.011739,0.8671,0.3397,6.6482,0.5973,0.011739,0,0.1547
AAPL,2025-05-20,206.04258728027344,-0.009196,0.8065,0.3235,6.4401,0.5039,0.009196,0,0.1722
AAPL,2025-05-21,201.2914276123047,-0.023059,1.1171,0.3239,6.4305,0.3087,0.023059,0,0.1412
AAPL,2025-05-22,200.56431579589844,-0.003612,0.8823,0.3163,6.1882,0.2958,0.003612,0,0.1821
AAPL,2025-05-23,194.49838256835935,-0.030244,1.4264,0.3313,6.3082,0.1022,0.030244,0,0.0878
AAPL,2025-05-27,199.4188690185547,0.025298,1.0076,0.3457,6.2468,0.3112,0.025298,0,0.099
AAPL,2025-05-28,199.62803649902344,0.001049,0.8055,0.3449,6.0019,0.3376,0.001049,0,0.1634
AAPL,2025-05-29,199.15988159179688,-0.002345,0.9138,0.3435,5.9503,0.3387,0.002345,0,0.1672
AAPL,2025-05-30,200.05633544921875,0.004501,1.2442,0.3436,5.8938,0.3929,0.004501,0,0.1561
AAPL,2025-06-02,200.90296936035156,0.004232,0.6604,0.3189,5.6158,0.4357,0.004232,0,0.1833
AAPL,2025-06-03,202.46676635742188,0.007784,0.8833,0.2983,5.4146,0.4917,0.007784,0,0.2004
AAPL,2025-06-04,202.01856994628903,-0.002214,0.8365,0.2984,5.3224,0.4619,0.002214,0,0.1981
AAPL,2025-06-05,199.83721923828125,-0.010798,1.0713,0.298,5.2695,0.3499,0.010798,0,0.185
AAPL,2025-06-06,203.11419677734375,0.016398,0.9092,0.3024,5.2538,0.4839,0.016398,0,0.1777
AAPL,2025-06-09,200.65394592285156,-0.012113,1.3726,0.306,5.304,0.3549,0.012113,0,0.1545
AAPL,2025-06-10,201.869140625,0.006056,1.0389,0.2014,5.1941,0.4315,0.006056,0,0.207
AAPL,2025-06-11,197.9945068359375,-0.019194,1.149,0.2051,5.2564,0.2515,0.019194,0,0.1665
AAPL,2025-06-12,198.4128570556641,0.002113,0.8314,0.206,5.046,0.2901,0.002113,0,0.2029
AAPL,2025-06-13,195.67372131347656,-0.013805,0.9683,0.2094,5.0178,0.1386,0.013805,0,0.1776
AAPL,2025-06-16,197.6359405517578,0.010028,0.8187,0.2148,4.8187,0.2734,0.010028,0,0.1925
AAPL,2025-06-17,194.8669281005859,-0.014011,0.7446,0.2162,4.7029,0.0621,0.014011,0,0.165
AAPL,2025-06-18,195.80320739746097,0.004805,0.8675,0.2167,4.5449,0.1569,0.004805,0,0.1872
AAPL,2025-06-20,200.20574951171875,0.022485,1.786,0.2196,4.5845,0.5963,0.022485,0,0.1005
AAPL,2025-06-23,200.70375061035156,0.002487,1.0211,0.2194,4.4947,0.645,0.002487,0,0.203
AAPL,2025-06-24,199.50851440429688,-0.005955,1.0117,0.1897,4.4041,0.5013,0.005955,0,0.1964
AAPL,2025-06-25,200.76353454589844,0.006291,0.7514,0.1687,4.3293,0.6322,0.006291,0,0.1971
AAPL,2025-06-26,200.20574951171875,-0.002778,0.9607,0.1691,4.2463,0.5674,0.002778,0,0.2009
AAPL,2025-06-27,200.28543090820312,0.000398,1.3562,0.1688,4.1721,0.5699,0.000398,0,0.156
AAPL,2025-06-30,204.3592529296875,0.02034,1.6705,0.1828,4.4525,0.948,0.02034,0,0.0952
AAPL,2025-07-01,206.9987945556641,0.012916,1.3777,0.1873,4.4916,1.075,0.012916,0,0.1309
AAPL,2025-07-02,211.60052490234375,0.022231,1.166,0.2002,4.5635,1.2038,0.022231,0,0.0823
AAPL,2025-07-03,212.70616149902344,0.005225,0.6044,0.1997,4.4396,1.1089,0.005225,0,0.1399
AAPL,2025-07-07,209.1203765869141,-0.016858,0.8722,0.2062,4.6511,0.8712,0.016858,0,0.1582
AAPL,2025-07-08,209.18014526367188,0.000286,0.7465,0.1995,4.5309,0.8409,0.000286,0,0.1802
AAPL,2025-07-09,210.30567932128903,0.005381,0.8675,0.1931,4.4997,0.8509,0.005381,0,0.2004
